id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
573283,CA,INDIVIDUAL,6,Prime Time Sports Camps,F,RENT,2021-10-10,2021-02-15,2021-10-11,Fully Paid,2021-11-11,737386,Educational,F2,60,Not Verified,30000.0,0.0556,206.08,0.1867,8000.0,5,9405.0
522904,MA,INDIVIDUAL,0,Canton Public Schools,G,RENT,2021-06-10,2021-06-15,2021-06-15,Fully Paid,2021-07-15,676425,Educational,G4,60,Not Verified,59355.96,0.1009,136.03,0.2127,5000.0,6,8162.0
542592,CO,INDIVIDUAL,0,Alerio Technology Group,D,RENT,2021-08-10,2021-05-16,2021-07-14,Charged Off,2021-08-14,700178,Educational,D3,60,Source Verified,44400.0,0.1062,240.96,0.1558,10000.0,21,11660.0
523979,NY,INDIVIDUAL,2,Bloomingdale's,B,RENT,2021-07-10,2021-01-15,2021-01-15,Fully Paid,2021-02-15,677985,Educational,B4,60,Source Verified,51000.0,0.0405,177.55,0.1149,12000.0,21,10510.0
558394,MI,INDIVIDUAL,1,St. Vincent's Catholic Charities,D,RENT,2021-08-10,2021-04-14,2021-04-14,Fully Paid,2021-05-14,718831,Educational,D3,60,Source Verified,25200.0,0.0857,81.93,0.1558,3400.0,6,4582.0
532368,PA,INDIVIDUAL,5,Albert Landscaping L.L.C,E,RENT,2021-06-10,2021-06-15,2021-07-15,Fully Paid,2021-08-15,688132,Educational,E1,60,Source Verified,25000.0,0.06,98.24,0.1645,4000.0,10,5894.0
571706,MO,INDIVIDUAL,10,Missouri Department of Corrections,B,MORTGAGE,2021-08-10,2021-09-15,2021-09-15,Fully Paid,2021-10-15,735387,Educational,B3,60,Verified,41000.0,0.1853,156.98,0.1112,7200.0,27,9419.0
588584,IL,INDIVIDUAL,3,Federal Reserve Bank of Chicago,C,RENT,2021-09-10,2021-07-11,2021-07-11,Fully Paid,2021-08-11,756177,Educational,C1,60,Verified,52400.0,0.046,240.15,0.1323,10500.0,11,11491.0
1065775,CA,INDIVIDUAL,4,Chin's Restaurant,C,RENT,2021-12-11,2021-04-15,2021-01-15,Fully Paid,2021-02-15,1299699,Home Improvement,C4,36,Not Verified,42000.0,0.186,347.98,0.1527,10000.0,28,12527.0
1068994,NY,INDIVIDUAL,3,tutor Per ini Corporation,D,MORTGAGE,2021-12-11,2021-02-14,2021-04-12,Fully Paid,2021-05-12,1303432,Home Improvement,D3,60,Verified,150000.0,0.0751,551.84,0.1727,35000.0,31,28887.0
1066215,CA,INDIVIDUAL,8,lafidale inc,C,MORTGAGE,2021-12-11,2021-05-16,2021-08-12,Charged Off,2021-09-12,1300572,Home Improvement,C5,36,Source Verified,90000.0,0.0917,843.3,0.1596,24000.0,23,5896.0
1068078,NJ,INDIVIDUAL,6,Medin Corporation,B,MORTGAGE,2021-12-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,1302434,Home Improvement,B2,36,Not Verified,87000.0,0.1286,195.44,0.1065,6000.0,22,7000.0
1066635,NC,INDIVIDUAL,5,Cisco Systems Inc.,D,MORTGAGE,2021-12-11,2021-01-12,2021-01-12,Fully Paid,2021-02-12,1300826,Home Improvement,D4,60,Verified,140000.0,0.1207,704.64,0.1758,28000.0,24,28411.0
1040867,PA,INDIVIDUAL,0,new view gifts & accessories,A,RENT,2021-12-11,2021-01-16,2021-01-15,Fully Paid,2021-02-15,1270873,Home Improvement,A2,36,Source Verified,40000.0,0.111,251.77,0.0662,8200.0,11,9064.0
1066613,NC,INDIVIDUAL,10,PepsiCo,D,MORTGAGE,2021-12-11,2021-06-13,2021-02-13,Charged Off,2021-03-13,1300801,Home Improvement,D2,60,Verified,53000.0,0.1177,642.96,0.1677,26000.0,14,9622.0
1066199,MI,INDIVIDUAL,5,Sparrow Health,B,MORTGAGE,2021-12-11,2021-02-16,2021-10-15,Fully Paid,2021-11-15,1300556,Home Improvement,B3,60,Not Verified,38004.0,0.2378,110.5,0.1171,5000.0,17,6534.0
1066084,NJ,INDIVIDUAL,9,"Allen Flavors, Inc.",A,MORTGAGE,2021-12-11,2021-12-13,2021-12-13,Fully Paid,2022-01-13,1300233,Home Improvement,A1,36,Not Verified,54000.0,0.0382,152.18,0.0603,5000.0,14,5411.0
1065513,CA,INDIVIDUAL,6,Old Republic Home Protection,D,OWN,2021-12-11,2021-02-14,2021-10-13,Charged Off,2021-11-13,1299629,Home Improvement,D2,60,Not Verified,40000.0,0.1842,445.13,0.1677,18000.0,20,11229.0
1047987,NY,INDIVIDUAL,2,VW of Orchard Park,C,MORTGAGE,2021-12-11,2021-12-13,2021-12-13,Fully Paid,2022-01-13,1279118,Home Improvement,C5,60,Verified,35004.0,0.156,200.45,0.1596,8250.0,21,10439.0
1065104,LA,INDIVIDUAL,7,Industrial Design And Contruccion,B,OWN,2021-12-11,2021-05-16,2021-04-16,Current,2021-05-16,1299181,Home Improvement,B5,60,Source Verified,85000.0,0.1021,451.9,0.1269,20000.0,31,23468.0
1064958,NC,INDIVIDUAL,8,US Army,E,MORTGAGE,2021-12-11,2021-02-16,2021-02-16,Fully Paid,2021-03-16,1299015,Home Improvement,E2,60,Source Verified,54000.0,0.1689,301.76,0.1903,16000.0,22,17834.0
1053765,TX,INDIVIDUAL,9,United States Air Force,B,MORTGAGE,2021-12-11,2021-07-14,2021-06-14,Fully Paid,2021-07-14,1285367,Home Improvement,B4,60,Verified,105000.0,0.1653,619.26,0.1242,35000.0,38,34446.0
1052002,CT,INDIVIDUAL,6,BETHEL PUBLIC SCHOOLS,F,MORTGAGE,2021-12-11,2021-04-16,2021-01-16,Fully Paid,2021-02-16,1283533,Home Improvement,F2,60,Source Verified,92000.0,0.1757,539.47,0.2128,30000.0,62,31832.0
1055800,WA,INDIVIDUAL,5,Seattle Cancer Care Alliance,A,MORTGAGE,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,1287372,Home Improvement,A4,36,Not Verified,46000.0,0.1046,312.91,0.079,10000.0,17,11264.0
1064185,NJ,INDIVIDUAL,4,Borgata Hotel and casino,B,MORTGAGE,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,1268159,Home Improvement,B1,36,Source Verified,120000.0,0.0798,322.25,0.0991,10000.0,35,11601.0
1063485,NC,INDIVIDUAL,6,Gentiva Health Services,A,MORTGAGE,2021-12-11,2021-09-12,2021-08-12,Fully Paid,2021-09-12,1296051,Home Improvement,A2,36,Source Verified,120000.0,0.0389,122.82,0.0662,4000.0,31,4153.0
1063524,FL,INDIVIDUAL,4,Beckman coulter,A,RENT,2021-12-11,2021-06-13,2021-05-13,Fully Paid,2021-06-13,943135,Home Improvement,A2,36,Verified,75000.0,0.2485,307.04,0.0662,10000.0,40,10745.0
1062929,UT,INDIVIDUAL,3,BMW of Murray,D,MORTGAGE,2021-12-11,2021-03-16,2021-02-13,Fully Paid,2021-03-13,1295416,Home Improvement,D4,60,Verified,110000.0,0.1236,377.49,0.1758,15000.0,10,17855.0
1062918,FL,INDIVIDUAL,6,publix,B,RENT,2021-12-11,2021-09-13,2021-03-13,Charged Off,2021-04-13,1295405,Home Improvement,B5,36,Not Verified,30000.0,0.176,134.18,0.1269,4000.0,20,2153.0
1061530,GA,INDIVIDUAL,1,superhero graphics,A,MORTGAGE,2021-12-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,1293535,Home Improvement,A2,36,Source Verified,39396.0,0.0816,153.52,0.0662,5000.0,30,5497.0
1062606,IL,INDIVIDUAL,4,North Fork Holdings,A,MORTGAGE,2021-12-11,2021-09-14,2021-10-12,Charged Off,2021-11-12,1294478,Home Improvement,A4,36,Verified,118000.0,0.0529,876.13,0.079,28000.0,23,9960.0
1062235,FL,INDIVIDUAL,6,N/A,C,MORTGAGE,2021-12-11,2021-03-16,2021-12-14,Fully Paid,2022-01-14,1282333,Home Improvement,C2,36,Verified,156000.0,0.1554,329.37,0.1427,9600.0,18,11857.0
1058858,TX,INDIVIDUAL,2,N/A,D,MORTGAGE,2021-12-11,2021-07-12,2021-02-12,Charged Off,2021-03-12,1290455,Home Improvement,D3,36,Source Verified,58600.0,0.1085,773.01,0.1727,21600.0,18,2725.0
1051018,VA,INDIVIDUAL,10,Army National Guard,C,MORTGAGE,2021-12-11,2021-03-16,2021-09-13,Fully Paid,2021-10-13,1282481,Home Improvement,C2,36,Source Verified,115000.0,0.2434,343.09,0.1427,10000.0,53,11894.0
1054178,TX,INDIVIDUAL,10,Raytheon,B,MORTGAGE,2021-12-11,2021-05-16,2021-05-16,Current,2021-06-16,1285805,Home Improvement,B3,60,Source Verified,133224.0,0.1097,272.37,0.1171,18000.0,30,14424.0
1059120,NY,INDIVIDUAL,8,NYC Deparment Of Corrections,A,MORTGAGE,2021-12-11,2021-05-16,2021-05-16,Current,2021-06-16,1290934,Home Improvement,A4,60,Verified,90000.0,0.0844,353.5,0.079,17475.0,18,18692.0
1058952,GA,INDIVIDUAL,4,Havertys Fyrniture,E,MORTGAGE,2021-12-11,2021-05-16,2021-05-16,Current,2021-06-16,1290751,Home Improvement,E4,60,Verified,69000.0,0.0941,925.54,0.1991,35000.0,17,49047.0
1058301,PA,INDIVIDUAL,9,NSABP Foundation Inc,D,MORTGAGE,2021-12-11,2021-05-16,2021-03-15,Charged Off,2021-04-15,1289888,Home Improvement,D3,60,Verified,55000.0,0.2376,429.97,0.1727,17200.0,38,16270.0
1058237,TX,INDIVIDUAL,3,Opportunity International,A,MORTGAGE,2021-12-11,2021-04-16,2021-12-14,Fully Paid,2022-01-14,1289819,Home Improvement,A5,36,Verified,75000.0,0.216,476.3,0.089,15000.0,23,17147.0
1058282,GA,INDIVIDUAL,10,Global Teachers Research and Resources,C,MORTGAGE,2021-12-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,1289869,Home Improvement,C5,36,Source Verified,60000.0,0.077,562.2,0.1596,16000.0,10,20239.0
1058177,PA,INDIVIDUAL,5,Blue sky therapy,C,MORTGAGE,2021-12-11,2021-12-13,2021-07-13,Charged Off,2021-08-13,1289756,Home Improvement,C2,36,Not Verified,61400.0,0.2171,171.55,0.1427,5000.0,26,3406.0
1057923,HI,INDIVIDUAL,6,Nan INC,B,RENT,2021-12-11,2021-02-14,2021-02-14,Fully Paid,2021-03-14,1289295,Home Improvement,B1,36,Not Verified,70000.0,0.1046,386.7,0.0991,12000.0,22,13751.0
1057629,NJ,INDIVIDUAL,3,Lime Energy,C,OWN,2021-12-11,2021-07-15,2021-01-15,Fully Paid,2021-02-15,1289394,Home Improvement,C4,36,Not Verified,80004.0,0.2392,84.39,0.1527,2425.0,17,3053.0
92187,CO,INDIVIDUAL,4,FiSite Research,A,MORTGAGE,2021-07-07,2021-06-10,2021-07-10,Fully Paid,2021-08-10,92174,Home Improvement,A4,36,Not Verified,110000.0,0.1133,78.42,0.0807,2500.0,40,2823.0
90966,GA,INDIVIDUAL,8,Oracle Corporation,A,MORTGAGE,2021-07-07,2021-06-07,2021-01-08,Fully Paid,2021-02-08,90962,Home Improvement,A2,36,Not Verified,150000.0,0.0,155.38,0.0743,5000.0,19,5174.0
92676,WI,INDIVIDUAL,0,N/A,A,MORTGAGE,2021-07-07,2021-06-07,2021-07-10,Fully Paid,2021-08-10,92671,Home Improvement,A4,36,Not Verified,180000.0,0.0555,156.84,0.0807,5000.0,39,5646.0
117794,MA,INDIVIDUAL,1,Alliance Financial,A,MORTGAGE,2021-08-07,2021-06-07,2021-03-08,Fully Paid,2021-04-08,94256,Home Improvement,A4,36,Not Verified,150000.0,0.0272,235.25,0.0807,7500.0,60,7827.0
92666,WI,INDIVIDUAL,2,Stark and Roth Inc,B,MORTGAGE,2021-07-07,2021-06-07,2021-07-10,Fully Paid,2021-08-10,92661,Home Improvement,B3,36,Not Verified,180000.0,0.1193,159.77,0.0933,5000.0,38,5752.0
94838,NY,INDIVIDUAL,2,Oracle,C,MORTGAGE,2021-07-07,2021-02-13,2021-07-10,Fully Paid,2021-08-10,73673,Home Improvement,C1,36,Not Verified,200000.0,0.0,97.2,0.1028,3000.0,8,3499.0
118533,NE,INDIVIDUAL,0,AMZ Marketing,B,MORTGAGE,2021-08-07,2021-05-16,2021-03-10,Charged Off,2021-04-10,117783,Home Improvement,B4,36,Not Verified,75000.0,0.2,80.26,0.0964,2500.0,35,2087.0
118823,NE,INDIVIDUAL,0,Nebraska Occupational Therapy,D,MORTGAGE,2021-08-07,2021-05-16,2021-03-10,Charged Off,2021-04-10,118026,Home Improvement,D4,36,Not Verified,32000.0,0.2,84.0,0.128,2500.0,32,2221.0
117056,WI,INDIVIDUAL,1,Otolaryngology/ENT Practice,A,MORTGAGE,2021-08-07,2021-01-10,2021-01-10,Fully Paid,2021-02-10,117046,Home Improvement,A3,36,Not Verified,225000.0,0.0648,156.11,0.0775,5000.0,22,5592.0
264267,NY,INDIVIDUAL,1,Iroquois Nursing Home,B,MORTGAGE,2021-02-08,2021-04-10,2021-11-09,Charged Off,2021-12-09,264254,Home Improvement,B2,36,Not Verified,26000.0,0.0577,482.32,0.0976,15000.0,49,9354.0
148473,NY,INDIVIDUAL,0,Foisi Broadcasting Network,B,MORTGAGE,2021-11-07,2021-01-11,2021-07-09,Charged Off,2021-08-09,148467,Home Improvement,B2,36,Not Verified,275000.0,0.0297,318.05,0.0901,10000.0,17,4485.0
208191,GA,INDIVIDUAL,10,Hayes chrysler,C,MORTGAGE,2021-01-08,2021-05-16,2021-05-09,Charged Off,2021-06-09,202271,Home Improvement,C1,36,Not Verified,61200.0,0.1406,313.3,0.1078,9600.0,21,5012.0
254378,IL,INDIVIDUAL,10,JJD INd Smithco,C,MORTGAGE,2021-02-08,2021-01-09,2021-12-08,Charged Off,2022-01-08,240996,Home Improvement,C3,36,Not Verified,92400.0,0.1074,330.53,0.1166,10000.0,27,3302.0
185684,NY,INDIVIDUAL,1,Aufrichtig & Aufrichtig,E,OWN,2021-12-07,2021-07-15,2021-07-09,Charged Off,2021-08-09,185669,Home Improvement,E3,36,Not Verified,135000.0,0.0366,764.64,0.1407,22350.0,15,14319.0
253766,NJ,INDIVIDUAL,2,EXPRESSJET AIRLINES,C,RENT,2021-02-08,2021-04-16,2021-01-11,Charged Off,2021-02-11,253183,Home Improvement,C3,36,Not Verified,36000.0,0.0517,495.79,0.1166,15000.0,16,16779.0
190846,FL,INDIVIDUAL,5,"Treasure Coast Pool Service,LLC",E,RENT,2021-01-08,2021-05-16,2021-10-08,Charged Off,2021-11-08,190819,Home Improvement,E2,36,Not Verified,75000.0,0.1978,851.41,0.1375,25000.0,12,7662.0
776948,MO,INDIVIDUAL,10,United States Post Office,A,MORTGAGE,2021-06-11,2021-05-16,2021-07-12,Charged Off,2021-08-12,979374,Home Improvement,A1,36,Not Verified,75000.0,0.1163,120.64,0.0542,4000.0,21,1580.0
769803,PA,INDIVIDUAL,5,leeds world,A,MORTGAGE,2021-06-11,2021-01-14,2021-09-13,Charged Off,2021-10-13,971316,Home Improvement,A4,36,Not Verified,22000.0,0.2487,48.21,0.0749,1550.0,10,1397.0
644914,PA,INDIVIDUAL,6,Lepko Finishing,A,MORTGAGE,2021-01-11,2021-09-11,2021-04-11,Charged Off,2021-05-11,825235,Home Improvement,A4,36,Not Verified,42000.0,0.0851,245.34,0.0654,8000.0,20,2136.0
714307,NY,INDIVIDUAL,10,fraley insulation,A,MORTGAGE,2021-03-11,2021-01-12,2021-08-11,Charged Off,2021-09-11,907698,Home Improvement,A5,36,Not Verified,43200.0,0.2092,124.72,0.0766,4000.0,16,661.0
799994,CA,INDIVIDUAL,1,"R. Young Enterprise, Inc.",A,MORTGAGE,2021-07-11,2021-05-16,2021-10-12,Charged Off,2021-11-12,1005246,Home Improvement,A2,36,Not Verified,57000.0,0.1676,97.34,0.0599,3200.0,38,1459.0
785053,CA,INDIVIDUAL,1,"R. Young Enterprises, Inc.",A,MORTGAGE,2021-06-11,2021-05-16,2021-10-12,Charged Off,2021-11-12,988320,Home Improvement,A3,36,Not Verified,57000.0,0.1724,209.94,0.0699,10000.0,38,3145.0
749020,FL,INDIVIDUAL,10,N/A,A,MORTGAGE,2021-05-11,2021-07-14,2021-02-14,Charged Off,2021-03-14,948166,Home Improvement,A1,36,Not Verified,50000.0,0.103,150.8,0.0542,5000.0,23,4976.0
587069,FL,INDIVIDUAL,10,polk county school board,A,MORTGAGE,2021-09-10,2021-07-12,2021-07-12,Charged Off,2021-08-12,754157,Home Improvement,A3,36,Not Verified,54000.0,0.1071,154.71,0.0714,5000.0,29,3243.0
1049225,FL,INDIVIDUAL,4,Navy Federal Credit Union,A,MORTGAGE,2021-12-11,2021-06-13,2021-05-13,Charged Off,2021-06-13,1280429,Home Improvement,A5,36,Not Verified,50000.0,0.2165,69.86,0.089,2200.0,30,1024.0
905122,CA,INDIVIDUAL,8,Union Pacific,A,MORTGAGE,2021-11-11,2021-02-14,2021-09-13,Charged Off,2021-10-13,1125673,Home Improvement,A5,36,Not Verified,70000.0,0.1003,152.42,0.089,4800.0,12,3629.0
585755,NJ,INDIVIDUAL,10,Howell Police,A,MORTGAGE,2021-09-10,2021-04-16,2021-07-11,Charged Off,2021-08-11,752560,Home Improvement,A5,36,Not Verified,70000.0,0.1661,156.41,0.0788,5000.0,53,1405.0
467182,FL,INDIVIDUAL,5,jasmar enterprises inc,A,MORTGAGE,2021-12-09,2021-01-16,2021-07-10,Charged Off,2021-08-10,587429,Home Improvement,A5,36,Not Verified,180952.0,0.0426,397.15,0.0894,12500.0,28,3244.0
443100,CA,INDIVIDUAL,10,Kaiser Permenete,A,MORTGAGE,2021-09-09,2021-05-16,2021-08-11,Charged Off,2021-09-11,538843,Home Improvement,A5,36,Not Verified,80000.0,0.0537,571.89,0.0894,18000.0,22,12581.0
551217,NY,INDIVIDUAL,2,wcch,A,MORTGAGE,2021-07-10,2021-01-12,2021-08-11,Charged Off,2021-09-11,710385,Home Improvement,A5,36,Not Verified,33996.0,0.1451,78.21,0.0788,2500.0,33,1163.0
839665,CO,INDIVIDUAL,8,quality mitsubishi,A,MORTGAGE,2021-08-11,2021-08-12,2021-04-12,Charged Off,2021-05-12,1049839,Home Improvement,A5,36,Not Verified,54000.0,0.2073,71.02,0.0849,2250.0,17,562.0
891547,MA,INDIVIDUAL,9,"Wizard Computer Services, Inc.",A,MORTGAGE,2021-09-11,2021-06-12,2021-01-12,Charged Off,2021-02-12,1108345,Home Improvement,A3,36,Not Verified,92000.0,0.1328,155.56,0.0751,5000.0,36,1687.0
347505,CO,INDIVIDUAL,0,Retired,A,MORTGAGE,2021-05-08,2021-08-11,2021-03-11,Charged Off,2021-04-11,348078,Home Improvement,A4,36,Not Verified,42000.0,0.0549,149.55,0.0832,6825.0,36,5113.0
837126,FL,INDIVIDUAL,1,slone associates,B,MORTGAGE,2021-08-11,2021-02-14,2021-09-13,Charged Off,2021-10-13,1047238,Home Improvement,B3,36,Not Verified,57600.0,0.2035,157.13,0.1099,4800.0,30,4157.0
476468,FL,INDIVIDUAL,10,broward county library,B,MORTGAGE,2021-01-10,2021-05-16,2021-04-11,Charged Off,2021-05-11,603555,Home Improvement,B1,36,Not Verified,89000.0,0.0376,492.06,0.1114,15000.0,25,6888.0
767757,TX,INDIVIDUAL,10,ibew/local 716,B,MORTGAGE,2021-05-11,2021-04-13,2021-12-12,Charged Off,2022-01-12,968914,Home Improvement,B2,36,Not Verified,43200.0,0.0347,227.82,0.1059,7000.0,23,5002.0
469405,CA,INDIVIDUAL,0,Whittier Union High School District,B,MORTGAGE,2021-01-10,2021-02-13,2021-09-12,Charged Off,2021-10-12,591961,Home Improvement,B3,36,Not Verified,79000.0,0.0457,347.91,0.1183,10500.0,6,10899.0
324626,TX,INDIVIDUAL,0,Seton Healthcare Network,B,MORTGAGE,2021-04-08,2021-02-10,2021-08-09,Charged Off,2021-09-09,323609,Home Improvement,B4,36,Not Verified,34000.0,0.1846,178.48,0.1039,10000.0,41,3002.0
459545,MN,INDIVIDUAL,0,steven schaffel,B,MORTGAGE,2021-11-09,2021-05-16,2021-06-11,Charged Off,2021-07-11,572894,Home Improvement,B5,36,Not Verified,84000.0,0.1013,502.0,0.1253,15000.0,22,9035.0
802536,MD,INDIVIDUAL,10,U.S. Department of Energy,B,MORTGAGE,2021-07-11,2021-02-14,2021-09-13,Charged Off,2021-10-13,1008200,Home Improvement,B3,36,Not Verified,157124.0,0.0301,372.35,0.1099,11375.0,30,10173.0
765368,PA,INDIVIDUAL,1,allegheny ludlum,B,MORTGAGE,2021-05-11,2021-05-16,2021-09-13,Charged Off,2021-10-13,966239,Home Improvement,B4,36,Not Verified,55000.0,0.1087,49.46,0.1149,1500.0,13,1330.0
490446,PA,INDIVIDUAL,2,Seneca Resources Group,B,MORTGAGE,2021-03-10,2021-02-12,2021-09-11,Charged Off,2021-10-11,626216,Home Improvement,B4,36,Not Verified,44300.0,0.0761,196.42,0.1099,6000.0,11,3681.0
541475,TX,INDIVIDUAL,2,Scultz Bros Trucking,B,MORTGAGE,2021-07-10,2021-05-16,2021-10-10,Charged Off,2021-11-10,698890,Home Improvement,B4,36,Not Verified,42000.0,0.1412,197.83,0.1149,6000.0,10,1643.0
499040,GA,INDIVIDUAL,7,Habitat For Humanity International,B,MORTGAGE,2021-04-10,2021-05-16,2021-06-12,Charged Off,2021-07-12,640317,Home Improvement,B3,36,Not Verified,79000.0,0.1727,595.85,0.1062,18300.0,27,14895.0
838512,NM,INDIVIDUAL,8,the LA UNDERGROUND,B,MORTGAGE,2021-08-11,2021-05-16,2021-03-14,Charged Off,2021-04-14,1048610,Home Improvement,B1,36,Not Verified,52000.0,0.1532,225.84,0.0999,7000.0,22,7001.0
472938,PA,INDIVIDUAL,0,N/A,B,MORTGAGE,2021-01-10,2021-05-16,2021-04-10,Charged Off,2021-05-10,597368,Home Improvement,B4,36,Not Verified,18000.0,0.1007,333.0,0.1218,10000.0,14,1298.0
772290,OH,INDIVIDUAL,3,HMG,B,MORTGAGE,2021-06-11,2021-05-16,2021-12-12,Charged Off,2022-01-12,974209,Home Improvement,B5,36,Not Verified,100000.0,0.1788,199.26,0.1199,6000.0,29,3586.0
487311,NH,INDIVIDUAL,10,Fidelity Investments,B,MORTGAGE,2021-03-10,2021-12-11,2021-10-11,Charged Off,2021-11-11,621181,Home Improvement,B2,36,Not Verified,110000.0,0.1762,809.62,0.1025,25000.0,30,14572.0
450154,NJ,INDIVIDUAL,4,air tight llc,B,MORTGAGE,2021-10-09,2021-08-11,2021-03-11,Charged Off,2021-04-11,553455,Home Improvement,B2,36,Not Verified,90000.0,0.0796,98.91,0.1148,3000.0,14,1758.0
987103,GA,INDIVIDUAL,5,Bank of America,B,MORTGAGE,2021-10-11,2021-11-13,2021-07-13,Charged Off,2021-08-13,1211062,Home Improvement,B4,36,Not Verified,69600.0,0.1536,160.4,0.1242,4800.0,22,3339.0
982314,NY,INDIVIDUAL,0,uncle eddie's pizzeria,B,MORTGAGE,2021-10-11,2021-04-16,2021-03-12,Charged Off,2021-04-12,1206330,Home Improvement,B3,36,Not Verified,72000.0,0.1618,198.46,0.1171,6000.0,20,990.0
576002,TX,INDIVIDUAL,1,baptist health system,B,MORTGAGE,2021-09-10,2021-09-15,2021-06-13,Charged Off,2021-07-13,740813,Home Improvement,B2,36,Not Verified,67296.0,0.2015,114.18,0.1075,3500.0,13,3815.0
476142,IL,INDIVIDUAL,3,STARCON,B,MORTGAGE,2021-01-10,2021-07-11,2021-11-11,Charged Off,2021-12-11,603047,Home Improvement,B3,36,Not Verified,80000.0,0.1059,331.34,0.1183,10000.0,36,6625.0
705954,TX,INDIVIDUAL,7,bnsf railway,B,MORTGAGE,2021-03-11,2021-05-16,2021-09-12,Charged Off,2021-10-12,898081,Home Improvement,B1,36,Not Verified,80000.0,0.2082,67.4,0.0963,2100.0,39,1211.0
357882,CA,INDIVIDUAL,9,ITO VIDEO,B,MORTGAGE,2021-10-08,2021-05-16,2021-12-09,Charged Off,2022-01-09,363019,Home Improvement,B1,36,Not Verified,78955.0,0.1199,242.71,0.102,7500.0,35,3155.0
604346,TX,INDIVIDUAL,1,BNC Real Estate,C,MORTGAGE,2021-10-10,2021-05-14,2021-09-13,Charged Off,2021-10-13,775359,Home Improvement,C4,36,Not Verified,79000.0,0.18,67.73,0.1335,2000.0,20,2318.0
1023542,IL,INDIVIDUAL,10,Metro.Water Reclamation Dist. Chicago,C,MORTGAGE,2021-11-11,2021-05-13,2021-01-13,Charged Off,2021-02-13,1252591,Home Improvement,C2,36,Not Verified,90216.0,0.157,41.18,0.1427,1200.0,38,731.0
492541,VA,INDIVIDUAL,2,AIG,C,MORTGAGE,2021-03-10,2021-11-10,2021-07-10,Charged Off,2021-08-10,629954,Home Improvement,C5,36,Not Verified,45000.0,0.0853,548.55,0.1422,16000.0,22,1267.0
999250,CA,INDIVIDUAL,3,County of San Bernardino,C,MORTGAGE,2021-10-11,2021-11-13,2021-05-13,Charged Off,2021-06-13,1224611,Home Improvement,C1,36,Not Verified,30000.0,0.0476,339.31,0.1349,10000.0,18,9533.0
447920,FL,INDIVIDUAL,4,vmware,C,MORTGAGE,2021-10-09,2021-05-16,2021-01-12,Charged Off,2021-02-12,549060,Home Improvement,C4,36,Not Verified,700000.0,0.0309,682.74,0.1392,20000.0,14,18433.0
545408,LA,INDIVIDUAL,6,Florida Marine Transporters,C,MORTGAGE,2021-07-10,2021-05-16,2021-07-13,Charged Off,2021-08-13,703433,Home Improvement,C3,36,Not Verified,98000.0,0.1711,123.01,0.1398,3600.0,15,4447.0
498554,GA,INDIVIDUAL,4,airtran airways,C,MORTGAGE,2021-04-10,2021-04-12,2021-11-11,Charged Off,2021-12-11,639455,Home Improvement,C3,36,Not Verified,23000.0,0.0652,339.25,0.1348,10000.0,13,7165.0
396139,WA,INDIVIDUAL,10,Self-employed,C,MORTGAGE,2021-05-09,2021-02-10,2021-08-09,Charged Off,2021-09-09,436157,Home Improvement,C5,36,Not Verified,36000.0,0.123,340.76,0.1379,10000.0,5,1441.0
980996,CA,INDIVIDUAL,5,ATEN Technology,C,MORTGAGE,2021-10-11,2021-02-14,2021-09-13,Charged Off,2021-10-13,1204191,Home Improvement,C2,36,Not Verified,66000.0,0.0211,274.48,0.1427,8000.0,18,6038.0
455614,FL,INDIVIDUAL,0,Oak Hill Hospital,C,MORTGAGE,2021-11-09,2021-08-12,2021-03-12,Charged Off,2021-04-12,565076,Home Improvement,C1,36,Not Verified,52800.0,0.1657,168.17,0.1287,5000.0,15,4750.0
350153,MN,INDIVIDUAL,10,US Bankruptcy Court,C,MORTGAGE,2021-06-08,2021-05-16,2021-03-10,Charged Off,2021-04-10,352116,Home Improvement,C5,36,Not Verified,57043.0,0.1992,70.05,0.1229,2100.0,35,1401.0
715695,TX,INDIVIDUAL,10,Upham oil and gas,C,MORTGAGE,2021-03-11,2021-05-16,2021-04-13,Charged Off,2021-05-13,909372,Home Improvement,C1,36,Not Verified,80000.0,0.0856,50.32,0.1268,1500.0,35,1203.0
359243,CA,INDIVIDUAL,10,AMERICAN SHEET METAL,C,MORTGAGE,2021-11-08,2021-04-16,2021-05-10,Charged Off,2021-06-10,366346,Home Improvement,C1,36,Not Verified,91200.0,0.0214,215.22,0.1178,6500.0,11,3864.0
461901,GA,INDIVIDUAL,2,Huneeus Vintners,C,MORTGAGE,2021-11-09,2021-01-12,2021-08-11,Charged Off,2021-09-11,577623,Home Improvement,C2,36,Not Verified,110000.0,0.154,169.01,0.1322,5000.0,20,3516.0
